%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1676530496429518242,559,1676530496429178844,,0,0,22.41615499600229,114.0427044090086,99.67140197753906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530496629018126,560,1676530496628751258,,0,0,22.41615501587616,114.04270442110611,99.65667724609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530496829262444,561,1676530496828987092,,0,0,22.416155025094465,114.04270445945976,99.664306640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530497028515375,562,1676530497028259346,,0,0,22.41615502634592,114.0427044544093,99.66751861572266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530497229035078,563,1676530497228744015,,0,0,22.416155007726545,114.04270444184353,99.65747833251953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530497428811054,564,1676530497428606698,,0,0,22.416155088004043,114.04270445269371,99.6608657836914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530497628755578,565,1676530497628558288,,0,0,22.416155076335006,114.04270449732077,99.66748046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530497829191250,566,1676530497828906748,,0,0,22.41615499542813,114.04270450826542,99.65230560302734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530498028915588,567,1676530498028258751,,0,0,22.41615497229697,114.04270446258249,99.65665435791016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530498228459043,568,1676530498228220568,,0,0,22.4161549177554,114.04270442514505,99.67789459228516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530498428310277,569,1676530498428035759,,0,0,22.416154940333733,114.04270441397,99.66575622558594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530498629006522,570,1676530498628804512,,0,0,22.416154939360904,114.04270436843221,99.68274688720703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530498828794738,571,1676530498828573947,,0,0,22.41615497662396,114.04270443878742,99.66509246826172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530499029357093,572,1676530499028710762,,0,0,22.416154937490024,114.04270444713327,99.66856384277344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530499229049903,573,1676530499228850034,,0,0,22.41615495848845,114.0427044957147,99.66151428222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530499428993175,574,1676530499428732543,,0,0,22.41615493920571,114.04270450358834,99.65853881835938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530499629317269,575,1676530499629054995,,0,0,22.416154951409325,114.04270450616406,99.6632080078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530499828829790,576,1676530499828549910,,0,0,22.41615496304188,114.04270446576344,99.66741943359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530500029321246,577,1676530500029049227,,0,0,22.41615494135052,114.04270446378663,99.66799926757812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530500228912189,578,1676530500228692474,,0,0,22.416154949060516,114.04270452731969,99.65300750732422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530500429685387,579,1676530500428902735,,0,0,22.41615497506291,114.04270451130837,99.64558410644531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530500628530318,580,1676530500628346346,,0,0,22.416154978563416,114.04270454650543,99.64425659179688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530500828989975,581,1676530500828701727,,0,0,22.41615496079696,114.04270450174339,99.65010070800781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530501029055910,582,1676530501028474126,,0,0,22.416154991803978,114.04270455691366,99.64388275146484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530501228919730,583,1676530501228730351,,0,0,22.41615492947525,114.04270446277413,99.6506576538086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530501429161043,584,1676530501428957329,,0,0,22.416154963815288,114.04270452401994,99.65424346923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530501629182741,585,1676530501628920543,,0,0,22.41615499988653,114.04270452631098,99.64409637451172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530501828769020,586,1676530501828531058,,0,0,22.41615502100608,114.04270452841574,99.64344787597656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530502029181821,587,1676530502028962601,,0,0,22.416155071915455,114.04270456755339,99.63936614990234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530502228542281,588,1676530502228293318,,0,0,22.41615504834286,114.04270466390169,99.62342071533203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530502429374990,589,1676530502429121960,,0,0,22.41615502166583,114.04270464056039,99.62214660644531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530502629127565,590,1676530502628893834,,0,0,22.416154940036467,114.04270459425528,99.64495849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530502828410542,591,1676530502828182646,,0,0,22.416154969019125,114.04270461958353,99.6367416381836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530503028933805,592,1676530503028697162,,0,0,22.41615492446668,114.04270446925541,99.61821746826172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530503229387854,593,1676530503229113482,,0,0,22.416154967020255,114.04270453386177,99.60962677001953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530503428721743,594,1676530503428432568,,0,0,22.416154957421778,114.04270449483292,99.60611724853516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530503628897577,595,1676530503628666877,,0,0,22.41615499791191,114.04270441117535,99.60343933105469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530503829152634,596,1676530503828752348,,0,0,22.416154967697196,114.04270446755181,99.6018295288086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530504029002345,597,1676530504028421524,,0,0,22.41615498144497,114.04270448317315,99.59625244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530504228260940,598,1676530504228088417,,0,0,22.416154976567945,114.04270440252017,99.59765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530504429320174,599,1676530504429104807,,0,0,22.41615497377163,114.04270447052065,99.59059143066406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530504628874524,600,1676530504628643712,,0,0,22.416154999678387,114.04270451647675,99.60274505615234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530504829211743,601,1676530504828969058,,0,0,22.416154985118336,114.0427045708065,99.59196472167969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530505029107394,602,1676530505028551780,,0,0,22.416154956560973,114.04270462556836,99.59750366210938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530505229095908,603,1676530505228881887,,0,0,22.41615493534078,114.04270468806034,99.58759307861328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530505429204298,604,1676530505428984972,,0,0,22.416154936689,114.04270465897136,99.59268951416016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530505629275527,605,1676530505629046671,,0,0,22.416154923375466,114.04270469902781,99.58748626708984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676530505829092608,606,1676530505828793733,,0,0,22.416154944600397,114.04270465494821,99.57903289794922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
