%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1676528002146186838,240,1676528002145630445,,0,0,22.416690669975683,114.04280325377393,100.09497833251953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528002346380436,241,1676528002345448889,,0,0,22.416690697866077,114.0428032672147,100.0863265991211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528002545351053,242,1676528002545113242,,0,0,22.416690689211254,114.04280324968012,100.08252716064453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528002746161096,243,1676528002745827179,,0,0,22.416690700751857,114.04280324804256,100.08697509765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528002945073195,244,1676528002944832966,,0,0,22.416690704070078,114.0428032403351,100.09504699707031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528003146526799,245,1676528003145740877,,0,0,22.416690668903296,114.04280323200344,100.08822631835938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528003346509762,246,1676528003345541520,,0,0,22.416690683331066,114.042803242863,100.08501434326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528003545090029,247,1676528003544925140,,0,0,22.41669069427351,114.04280323398186,100.07691192626953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528003745433588,248,1676528003745246935,,0,0,22.416690684185976,114.04280323316472,100.08171844482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528003945093403,249,1676528003944921915,,0,0,22.416690700276348,114.04280323419896,100.08349609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528004146235310,250,1676528004145425911,,0,0,22.41669068207829,114.04280325340805,100.08139038085938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528004346649352,251,1676528004345773428,,0,0,22.416690683550105,114.04280322088114,100.08694458007812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528004546485196,252,1676528004545541943,,0,0,22.416690702642512,114.04280320477318,100.08052825927734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528004745639239,253,1676528004745406545,,0,0,22.416690684169772,114.04280323773031,100.07543182373047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528004945976184,254,1676528004945705041,,0,0,22.41669070700654,114.04280321614591,100.0809555053711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528005145913621,255,1676528005144894415,,0,0,22.416690690936562,114.04280319857365,100.08937072753906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528005346753246,256,1676528005345741968,,0,0,22.416690697574605,114.04280320065305,100.08222198486328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528005545089635,257,1676528005544903492,,0,0,22.41669070192191,114.04280318445292,100.08231353759766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528005746096439,258,1676528005745823201,,0,0,22.416690688235935,114.04280318229559,100.07867431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528005946017245,259,1676528005945784807,,0,0,22.416690712672874,114.0428031908501,100.08235931396484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528006146701556,260,1676528006145702620,,0,0,22.416690724901105,114.04280325015363,100.10391235351562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528006346702064,261,1676528006345652641,,0,0,22.416690721688735,114.04280324618776,100.1014175415039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528006544992154,262,1676528006544781121,,0,0,22.416690745057316,114.04280323205491,100.10478210449219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528006745892511,263,1676528006745636128,,0,0,22.416690747152497,114.0428032244931,100.10894012451172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528006945913444,264,1676528006945679832,,0,0,22.416690729022264,114.04280324841413,100.10821533203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528007146447511,265,1676528007145427087,,0,0,22.416690744141167,114.04280324243486,100.10968017578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528007346286667,266,1676528007345537579,,0,0,22.416690774107327,114.04280320075868,100.10910034179688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528007545306126,267,1676528007545062735,,0,0,22.416690784511495,114.0428031965215,100.10215759277344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528007745478216,268,1676528007745217571,,0,0,22.41669076139267,114.04280321010177,100.10173034667969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528007945188253,269,1676528007944965078,,0,0,22.416690796749503,114.0428032130432,100.0977554321289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528008146537690,270,1676528008145861261,,0,0,22.4166907582766,114.04280323448097,100.09286499023438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528008345921289,271,1676528008345040768,,0,0,22.416690772139603,114.04280324839837,100.09432220458984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528008545052724,272,1676528008544861295,,0,0,22.41669077535748,114.04280318974489,100.10477447509766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528008745250133,273,1676528008745006507,,0,0,22.41669076541641,114.04280322956905,100.09989166259766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528008945715955,274,1676528008945496341,,0,0,22.416690783041098,114.04280321695937,100.1010971069336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528009145865234,275,1676528009144882374,,0,0,22.41669079159502,114.04280319623618,100.10595703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528009346036233,276,1676528009344925144,,0,0,22.416690777820513,114.04280321141488,100.09679412841797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528009545097296,277,1676528009544868094,,0,0,22.416690787499846,114.04280320716224,100.1039047241211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528009745672534,278,1676528009745469574,,0,0,22.41669079555055,114.04280318869674,100.10537719726562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528009945057647,279,1676528009944904319,,0,0,22.416690788222247,114.04280320129658,100.10384368896484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528010145870265,280,1676528010145061370,,0,0,22.416690702875748,114.04280324650112,100.10355377197266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528010346496864,281,1676528010345460404,,0,0,22.416690708607394,114.0428032299093,100.11084747314453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528010545633273,282,1676528010545394161,,0,0,22.41669069883957,114.0428032383346,100.10396575927734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528010745285901,283,1676528010745042928,,0,0,22.416690665690343,114.04280326676027,100.11170959472656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528010945787513,284,1676528010945534060,,0,0,22.41669066489565,114.0428032779323,100.10798645019531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1676528011145419290,285,1676528011144473918,,0,0,22.41669068811607,114.04280325078966,100.11212158203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
